time,temperature_2m,relative_humidity_2m,cloud_cover,wind_speed_10m,shortwave_radiation
2016-05-01T00:00,26.6,28,0,8.6,0.0
2016-05-01T01:00,26.1,27,0,9.5,0.0
2016-05-01T02:00,25.6,27,0,9.7,0.0
2016-05-01T03:00,25.0,28,0,7.6,0.0
2016-05-01T04:00,24.4,29,0,7.4,0.0
2016-05-01T05:00,23.6,32,0,7.6,0.0
2016-05-01T06:00,23.3,35,0,7.4,35.0
2016-05-01T07:00,26.8,31,0,7.4,212.0
2016-05-01T08:00,31.0,24,0,6.5,439.0
2016-05-01T09:00,34.7,19,0,7.2,655.0
2016-05-01T10:00,37.8,14,0,9.0,832.0
2016-05-01T11:00,39.6,11,0,13.3,954.0
2016-05-01T12:00,40.4,11,0,15.6,1006.0
2016-05-01T13:00,41.0,10,0,17.1,992.0
2016-05-01T14:00,41.2,10,0,18.2,909.0
2016-05-01T15:00,41.2,10,0,18.3,763.0
2016-05-01T16:00,40.8,10,0,17.5,569.0
2016-05-01T17:00,39.8,11,0,12.7,346.0
2016-05-01T18:00,37.3,15,0,8.4,129.0
2016-05-01T19:00,34.9,17,0,9.7,7.0
2016-05-01T20:00,33.2,19,0,9.8,0.0
2016-05-01T21:00,31.7,21,0,9.9,0.0
2016-05-01T22:00,30.5,22,0,10.0,0.0
2016-05-01T23:00,29.8,22,0,9.2,0.0
2016-05-02T00:00,29.3,24,0,9.7,0.0
2016-05-02T01:00,28.8,24,0,10.2,0.0
2016-05-02T02:00,28.3,24,0,9.8,0.0
2016-05-02T03:00,27.6,25,0,9.4,0.0
2016-05-02T04:00,26.3,28,0,10.7,0.0
2016-05-02T05:00,24.9,32,0,7.2,0.0
2016-05-02T06:00,25.0,32,0,12.2,35.0
2016-05-02T07:00,28.6,26,0,10.1,210.0
2016-05-02T08:00,32.8,20,0,7.3,434.0
2016-05-02T09:00,36.1,17,1,5.8,646.0
2016-05-02T10:00,38.8,15,0,4.0,820.0
2016-05-02T11:00,40.7,12,0,0.5,940.0
2016-05-02T12:00,41.5,12,0,1.3,996.0
2016-05-02T13:00,42.2,11,7,2.2,982.0
2016-05-02T14:00,42.5,10,24,2.6,899.0
2016-05-02T15:00,42.5,10,18,5.5,743.0
2016-05-02T16:00,42.1,10,92,4.4,550.0
2016-05-02T17:00,41.4,12,48,3.6,314.0
2016-05-02T18:00,37.5,19,61,5.6,90.0
2016-05-02T19:00,36.0,18,66,11.2,3.0
2016-05-02T20:00,35.0,17,64,9.8,0.0
2016-05-02T21:00,33.9,18,91,6.8,0.0
2016-05-02T22:00,31.6,22,47,10.8,0.0
2016-05-02T23:00,31.7,23,13,10.7,0.0
2016-05-03T00:00,31.1,24,61,10.1,0.0
2016-05-03T01:00,29.6,27,92,8.4,0.0
2016-05-03T02:00,29.1,28,99,9.5,0.0
2016-05-03T03:00,28.8,29,96,6.6,0.0
2016-05-03T04:00,27.7,33,99,8.2,0.0
2016-05-03T05:00,27.5,35,94,5.7,0.0
2016-05-03T06:00,27.7,37,98,8.2,24.0
2016-05-03T07:00,29.5,32,96,10.2,112.0
2016-05-03T08:00,31.5,26,50,13.0,217.0
2016-05-03T09:00,34.2,22,51,13.6,490.0
2016-05-03T10:00,35.5,21,50,14.1,534.0
2016-05-03T11:00,37.3,19,60,16.0,790.0
2016-05-03T12:00,37.2,27,77,16.4,826.0
2016-05-03T13:00,38.0,26,77,13.7,849.0
2016-05-03T14:00,37.5,26,86,8.3,823.0
2016-05-03T15:00,35.8,29,99,3.2,474.0
2016-05-03T16:00,36.5,25,99,9.5,300.0
2016-05-03T17:00,35.6,28,93,4.6,205.0
2016-05-03T18:00,33.0,35,93,4.1,80.0
2016-05-03T19:00,31.6,40,55,13.0,4.0
2016-05-03T20:00,30.7,43,56,15.0,0.0
2016-05-03T21:00,29.7,47,31,14.3,0.0
2016-05-03T22:00,28.6,52,6,11.8,0.0
2016-05-03T23:00,27.5,57,2,9.7,0.0
2016-05-04T00:00,27.2,59,0,10.1,0.0
2016-05-04T01:00,26.7,62,0,10.2,0.0
2016-05-04T02:00,26.2,65,2,9.2,0.0
2016-05-04T03:00,25.7,68,29,8.2,0.0
2016-05-04T04:00,25.3,70,15,8.4,0.0
2016-05-04T05:00,24.8,73,6,8.7,0.0
2016-05-04T06:00,25.2,73,2,11.6,36.0
2016-05-04T07:00,27.7,64,3,12.5,205.0
2016-05-04T08:00,30.4,55,20,16.8,418.0
2016-05-04T09:00,32.9,46,4,19.2,626.0
2016-05-04T10:00,35.1,38,4,18.8,799.0
2016-05-04T11:00,36.7,32,18,17.1,922.0
2016-05-04T12:00,37.6,30,25,15.3,924.0
2016-05-04T13:00,38.3,26,37,13.1,923.0
2016-05-04T14:00,38.9,22,76,10.9,804.0
2016-05-04T15:00,35.1,29,91,8.8,371.0
2016-05-04T16:00,34.3,33,94,14.5,427.0
2016-05-04T17:00,33.4,34,93,11.8,201.0
2016-05-04T18:00,32.6,37,81,8.0,90.0
2016-05-04T19:00,30.9,41,70,8.7,6.0
2016-05-04T20:00,29.7,45,36,11.3,0.0
2016-05-04T21:00,29.1,47,12,17.7,0.0
2016-05-04T22:00,28.5,50,2,20.6,0.0
2016-05-04T23:00,28.1,52,2,18.5,0.0
2016-05-05T00:00,26.7,58,0,16.9,0.0
2016-05-05T01:00,26.3,58,0,14.9,0.0
2016-05-05T02:00,25.9,58,0,12.7,0.0
2016-05-05T03:00,25.5,59,32,8.0,0.0
2016-05-05T04:00,25.2,59,30,8.8,0.0
2016-05-05T05:00,24.8,61,41,12.0,0.0
2016-05-05T06:00,25.1,61,54,16.4,37.0
2016-05-05T07:00,27.4,54,15,18.8,207.0
2016-05-05T08:00,29.5,49,1,19.2,420.0
2016-05-05T09:00,31.5,44,3,20.6,619.0
2016-05-05T10:00,33.2,40,10,20.6,789.0
2016-05-05T11:00,34.6,36,17,17.3,881.0
2016-05-05T12:00,34.2,34,45,12.7,856.0
2016-05-05T13:00,34.4,33,43,11.1,820.0
2016-05-05T14:00,34.5,32,42,9.2,744.0
2016-05-05T15:00,34.2,33,55,11.9,594.0
2016-05-05T16:00,34.2,33,88,9.2,496.0
2016-05-05T17:00,33.4,34,91,11.7,306.0
2016-05-05T18:00,31.4,39,97,9.1,95.0
2016-05-05T19:00,28.7,52,100,9.2,6.0
2016-05-05T20:00,26.9,61,100,14.1,0.0
2016-05-05T21:00,26.1,66,100,12.1,0.0
2016-05-05T22:00,25.5,69,100,9.4,0.0
2016-05-05T23:00,24.9,72,100,5.9,0.0
2016-05-06T00:00,24.1,79,100,6.2,0.0
2016-05-06T01:00,24.0,80,100,6.5,0.0
2016-05-06T02:00,23.9,81,100,6.6,0.0
2016-05-06T03:00,23.8,81,100,2.8,0.0
2016-05-06T04:00,23.7,81,99,2.5,0.0
2016-05-06T05:00,23.6,82,100,4.1,0.0
2016-05-06T06:00,24.1,80,98,6.8,25.0
2016-05-06T07:00,25.8,71,99,8.4,143.0
2016-05-06T08:00,28.2,59,99,9.4,309.0
2016-05-06T09:00,30.4,50,99,9.4,501.0
2016-05-06T10:00,32.1,45,98,7.8,743.0
2016-05-06T11:00,32.8,42,96,4.6,834.0
2016-05-06T12:00,33.4,36,94,1.1,781.0
2016-05-06T13:00,33.8,34,98,2.0,675.0
2016-05-06T14:00,34.1,33,98,2.4,616.0
2016-05-06T15:00,33.9,33,98,7.4,424.0
2016-05-06T16:00,33.8,32,65,6.4,345.0
2016-05-06T17:00,33.6,32,20,3.4,266.0
2016-05-06T18:00,32.9,35,16,2.5,122.0
2016-05-06T19:00,31.6,39,17,4.1,7.0
2016-05-06T20:00,30.4,43,25,6.5,0.0
2016-05-06T21:00,29.4,47,29,6.7,0.0
2016-05-06T22:00,28.5,51,19,7.0,0.0
2016-05-06T23:00,27.8,53,10,7.5,0.0
2016-05-07T00:00,26.9,53,11,8.1,0.0
2016-05-07T01:00,26.5,55,11,8.0,0.0
2016-05-07T02:00,26.0,57,3,7.6,0.0
2016-05-07T03:00,25.5,59,1,7.2,0.0
2016-05-07T04:00,25.1,60,0,6.8,0.0
2016-05-07T05:00,24.6,62,0,6.6,0.0
2016-05-07T06:00,24.7,65,0,8.0,39.0
2016-05-07T07:00,28.0,50,0,6.2,208.0
2016-05-07T08:00,30.8,41,2,7.7,421.0
2016-05-07T09:00,32.9,36,2,7.6,626.0
2016-05-07T10:00,34.3,31,34,5.4,795.0
2016-05-07T11:00,35.1,28,42,4.6,827.0
2016-05-07T12:00,35.3,27,28,4.1,683.0
2016-05-07T13:00,35.5,27,23,2.9,618.0
2016-05-07T14:00,35.9,26,42,1.9,652.0
2016-05-07T15:00,36.0,26,40,4.6,568.0
2016-05-07T16:00,35.8,25,65,2.2,403.0
2016-05-07T17:00,35.5,26,42,3.8,262.0
2016-05-07T18:00,34.3,30,54,4.8,92.0
2016-05-07T19:00,32.2,35,63,9.2,8.0
2016-05-07T20:00,30.7,39,65,11.4,0.0
2016-05-07T21:00,29.8,42,53,10.6,0.0
2016-05-07T22:00,28.9,44,25,9.6,0.0
2016-05-07T23:00,28.2,46,29,9.4,0.0
2016-05-08T00:00,28.2,48,16,9.7,0.0
2016-05-08T01:00,27.7,51,10,9.5,0.0
2016-05-08T02:00,26.9,54,9,9.0,0.0
2016-05-08T03:00,26.3,56,4,7.9,0.0
2016-05-08T04:00,25.8,59,4,7.2,0.0
2016-05-08T05:00,25.4,61,1,6.6,0.0
2016-05-08T06:00,25.6,62,1,9.2,39.0
2016-05-08T07:00,27.9,55,4,9.0,208.0
2016-05-08T08:00,30.5,47,8,10.8,424.0
2016-05-08T09:00,33.0,39,7,14.0,614.0
2016-05-08T10:00,35.2,32,1,14.6,799.0
2016-05-08T11:00,36.8,27,12,13.1,913.0
2016-05-08T12:00,36.9,31,33,9.7,894.0
2016-05-08T13:00,37.2,28,57,7.3,766.0
2016-05-08T14:00,37.0,27,55,6.2,628.0
2016-05-08T15:00,35.6,29,69,13.3,368.0
2016-05-08T16:00,34.3,35,95,14.0,286.0
2016-05-08T17:00,33.2,39,94,11.0,174.0
2016-05-08T18:00,32.4,42,85,8.4,113.0
2016-05-08T19:00,30.6,48,58,11.1,7.0
2016-05-08T20:00,29.4,51,41,12.1,0.0
2016-05-08T21:00,28.7,53,35,11.6,0.0
2016-05-08T22:00,28.0,55,37,10.5,0.0
2016-05-08T23:00,27.5,55,40,11.1,0.0
2016-05-09T00:00,27.9,53,44,11.7,0.0
2016-05-09T01:00,27.6,52,71,12.4,0.0
2016-05-09T02:00,27.4,52,85,12.0,0.0
2016-05-09T03:00,27.0,52,89,12.0,0.0
2016-05-09T04:00,26.7,53,92,10.0,0.0
2016-05-09T05:00,26.2,54,87,9.7,0.0
2016-05-09T06:00,26.4,55,29,14.3,39.0
2016-05-09T07:00,28.6,49,22,19.2,210.0
2016-05-09T08:00,31.0,44,29,21.7,424.0
2016-05-09T09:00,33.3,38,28,19.9,627.0
2016-05-09T10:00,35.4,32,17,17.6,795.0
2016-05-09T11:00,37.0,28,12,16.6,911.0
2016-05-09T12:00,37.9,29,13,15.4,953.0
2016-05-09T13:00,38.4,28,21,14.3,932.0
2016-05-09T14:00,38.8,27,26,12.1,850.0
2016-05-09T15:00,38.4,26,73,14.9,660.0
2016-05-09T16:00,37.0,29,98,10.5,406.0
2016-05-09T17:00,35.3,32,96,1.8,183.0
2016-05-09T18:00,34.4,35,92,7.9,88.0
2016-05-09T19:00,32.9,40,92,13.0,8.0
2016-05-09T20:00,31.8,44,84,15.2,0.0
2016-05-09T21:00,30.8,48,90,14.2,0.0
2016-05-09T22:00,30.0,50,92,11.4,0.0
2016-05-09T23:00,29.4,52,69,11.0,0.0
2016-05-10T00:00,29.0,57,15,12.7,0.0
2016-05-10T01:00,28.5,58,21,12.5,0.0
2016-05-10T02:00,28.0,60,11,11.2,0.0
2016-05-10T03:00,27.5,61,4,9.1,0.0
2016-05-10T04:00,27.0,63,0,7.9,0.0
2016-05-10T05:00,26.6,64,0,8.3,0.0
2016-05-10T06:00,27.1,62,15,19.2,42.0
2016-05-10T07:00,29.3,54,42,23.4,211.0
2016-05-10T08:00,31.9,45,22,14.3,422.0
2016-05-10T09:00,34.3,38,8,18.7,625.0
2016-05-10T10:00,36.0,34,0,23.0,792.0
2016-05-10T11:00,37.3,31,0,20.3,908.0
2016-05-10T12:00,37.2,33,0,18.8,959.0
2016-05-10T13:00,38.0,31,3,18.1,940.0
2016-05-10T14:00,36.2,34,43,15.5,832.0
2016-05-10T15:00,36.7,33,82,13.1,541.0
2016-05-10T16:00,36.4,33,82,8.7,394.0
2016-05-10T17:00,35.8,34,69,8.4,198.0
2016-05-10T18:00,34.6,37,49,7.4,108.0
2016-05-10T19:00,33.0,41,12,7.8,8.0
2016-05-10T20:00,31.7,44,11,8.2,0.0
2016-05-10T21:00,30.7,47,7,8.7,0.0
2016-05-10T22:00,29.8,50,7,9.7,0.0
2016-05-10T23:00,29.0,53,5,9.8,0.0
2016-05-11T00:00,28.3,59,22,9.1,0.0
2016-05-11T01:00,27.8,61,35,9.1,0.0
2016-05-11T02:00,27.4,63,20,8.9,0.0
2016-05-11T03:00,27.1,65,47,9.8,0.0
2016-05-11T04:00,26.7,67,39,13.6,0.0
2016-05-11T05:00,26.6,68,36,14.3,0.0
2016-05-11T06:00,27.0,67,29,15.3,41.0
2016-05-11T07:00,29.5,59,32,15.8,210.0
2016-05-11T08:00,31.9,51,39,15.9,393.0
2016-05-11T09:00,34.1,43,25,17.4,621.0
2016-05-11T10:00,35.8,37,0,17.9,786.0
2016-05-11T11:00,37.0,34,0,15.0,903.0
2016-05-11T12:00,35.7,40,4,11.5,948.0
2016-05-11T13:00,36.0,39,16,7.7,935.0
2016-05-11T14:00,36.2,38,33,3.2,813.0
2016-05-11T15:00,36.1,37,82,4.3,655.0
2016-05-11T16:00,36.1,37,84,7.4,473.0
2016-05-11T17:00,35.1,39,58,10.4,307.0
2016-05-11T18:00,34.0,42,32,10.8,95.0
2016-05-11T19:00,32.6,46,30,10.6,9.0
2016-05-11T20:00,31.4,50,16,9.4,0.0
2016-05-11T21:00,30.3,54,9,7.8,0.0
2016-05-11T22:00,29.3,59,8,6.8,0.0
2016-05-11T23:00,28.5,62,4,6.2,0.0
2016-05-12T00:00,27.5,69,5,5.0,0.0
2016-05-12T01:00,27.0,72,2,6.1,0.0
2016-05-12T02:00,26.5,75,0,6.6,0.0
2016-05-12T03:00,26.0,77,0,5.7,0.0
2016-05-12T04:00,25.7,79,0,6.2,0.0
2016-05-12T05:00,25.4,80,0,5.6,0.0
2016-05-12T06:00,26.1,77,0,5.9,43.0
2016-05-12T07:00,28.7,65,0,5.5,212.0
2016-05-12T08:00,31.5,53,0,5.4,422.0
2016-05-12T09:00,33.8,42,0,4.7,622.0
2016-05-12T10:00,35.3,37,0,3.7,789.0
2016-05-12T11:00,36.7,33,2,2.3,903.0
2016-05-12T12:00,37.6,32,20,4.0,952.0
2016-05-12T13:00,38.3,30,28,7.5,862.0
2016-05-12T14:00,38.9,29,20,9.4,792.0
2016-05-12T15:00,39.0,28,30,11.6,632.0
2016-05-12T16:00,38.7,27,94,14.7,448.0
2016-05-12T17:00,38.2,28,70,9.4,318.0
2016-05-12T18:00,37.0,30,34,6.1,126.0
2016-05-12T19:00,34.9,35,34,7.2,10.0
2016-05-12T20:00,33.4,38,39,8.3,0.0
2016-05-12T21:00,32.2,42,16,6.9,0.0
2016-05-12T22:00,31.4,43,8,6.3,0.0
2016-05-12T23:00,30.5,45,6,6.3,0.0
2016-05-13T00:00,30.2,37,5,7.4,0.0
2016-05-13T01:00,29.3,39,2,7.3,0.0
2016-05-13T02:00,28.2,43,1,6.8,0.0
2016-05-13T03:00,27.9,44,0,6.6,0.0
2016-05-13T04:00,28.7,41,0,5.6,0.0
2016-05-13T05:00,28.2,43,0,6.5,0.0
2016-05-13T06:00,28.1,45,0,5.9,46.0
2016-05-13T07:00,30.6,39,0,4.3,220.0
2016-05-13T08:00,33.5,31,0,6.3,433.0
2016-05-13T09:00,35.8,27,0,6.7,634.0
2016-05-13T10:00,37.5,24,0,4.7,804.0
2016-05-13T11:00,38.7,23,0,1.6,920.0
2016-05-13T12:00,39.4,25,4,2.1,970.0
2016-05-13T13:00,40.2,24,13,4.8,956.0
2016-05-13T14:00,40.7,22,24,8.2,779.0
2016-05-13T15:00,41.0,20,30,7.4,684.0
2016-05-13T16:00,40.9,20,87,8.2,547.0
2016-05-13T17:00,40.5,19,65,16.8,320.0
2016-05-13T18:00,38.9,21,14,15.3,111.0
2016-05-13T19:00,37.3,23,26,10.9,9.0
2016-05-13T20:00,35.2,27,28,9.6,0.0
2016-05-13T21:00,33.4,30,26,8.4,0.0
2016-05-13T22:00,32.7,30,29,6.8,0.0
2016-05-13T23:00,32.0,31,16,7.6,0.0
2016-05-14T00:00,31.2,35,23,6.6,0.0
2016-05-14T01:00,30.2,37,1,6.5,0.0
2016-05-14T02:00,29.3,40,0,8.7,0.0
2016-05-14T03:00,28.3,43,3,8.3,0.0
2016-05-14T04:00,27.4,45,0,5.0,0.0
2016-05-14T05:00,27.8,44,0,5.8,0.0
2016-05-14T06:00,27.5,49,0,6.8,48.0
2016-05-14T07:00,30.8,39,0,5.1,224.0
2016-05-14T08:00,33.9,31,0,6.6,439.0
2016-05-14T09:00,36.5,25,0,8.6,643.0
2016-05-14T10:00,38.5,22,0,8.8,810.0
2016-05-14T11:00,39.9,20,0,7.0,926.0
2016-05-14T12:00,39.6,23,9,3.9,980.0
2016-05-14T13:00,40.5,21,25,3.2,939.0
2016-05-14T14:00,41.0,19,10,6.0,811.0
2016-05-14T15:00,41.2,18,6,8.6,672.0
2016-05-14T16:00,41.1,18,52,8.8,558.0
2016-05-14T17:00,40.5,18,21,7.0,347.0
2016-05-14T18:00,39.1,22,11,5.4,140.0
2016-05-14T19:00,37.4,25,23,6.6,11.0
2016-05-14T20:00,35.7,28,11,8.3,0.0
2016-05-14T21:00,34.2,31,10,7.4,0.0
2016-05-14T22:00,33.4,33,0,9.4,0.0
2016-05-14T23:00,32.7,34,0,6.9,0.0
2016-05-15T00:00,31.7,38,0,5.2,0.0
2016-05-15T01:00,29.4,44,0,6.9,0.0
2016-05-15T02:00,28.7,46,0,6.8,0.0
2016-05-15T03:00,27.8,49,0,4.6,0.0
2016-05-15T04:00,27.2,51,0,6.5,0.0
2016-05-15T05:00,26.6,52,0,6.0,0.0
2016-05-15T06:00,27.1,51,0,8.6,49.0
2016-05-15T07:00,31.2,38,0,5.8,225.0
2016-05-15T08:00,35.0,27,0,6.9,441.0
2016-05-15T09:00,37.9,20,0,8.0,645.0
2016-05-15T10:00,39.7,17,1,7.7,813.0
2016-05-15T11:00,40.9,16,1,7.2,929.0
2016-05-15T12:00,41.3,16,36,7.3,975.0
2016-05-15T13:00,41.8,15,6,7.1,924.0
2016-05-15T14:00,42.3,14,27,8.4,876.0
2016-05-15T15:00,42.1,14,84,9.0,698.0
2016-05-15T16:00,41.6,14,82,12.5,510.0
2016-05-15T17:00,40.0,16,26,12.4,222.0
2016-05-15T18:00,38.7,20,9,3.1,120.0
2016-05-15T19:00,36.7,23,4,6.1,12.0
2016-05-15T20:00,34.8,27,0,7.1,0.0
2016-05-15T21:00,33.1,30,0,7.5,0.0
2016-05-15T22:00,31.7,32,0,6.8,0.0
2016-05-15T23:00,30.7,34,0,8.4,0.0
2016-05-16T00:00,29.8,41,0,8.4,0.0
2016-05-16T01:00,29.2,42,0,7.9,0.0
2016-05-16T02:00,28.6,42,0,7.8,0.0
2016-05-16T03:00,28.0,42,0,7.6,0.0
2016-05-16T04:00,27.3,43,0,7.9,0.0
2016-05-16T05:00,26.6,44,0,7.4,0.0
2016-05-16T06:00,26.9,43,0,9.2,51.0
2016-05-16T07:00,31.0,32,0,8.2,233.0
2016-05-16T08:00,35.0,22,0,8.6,452.0
2016-05-16T09:00,37.7,17,0,9.4,659.0
2016-05-16T10:00,39.4,15,0,9.1,828.0
2016-05-16T11:00,40.6,14,0,9.3,944.0
2016-05-16T12:00,41.8,14,16,11.7,991.0
2016-05-16T13:00,42.4,13,15,13.6,889.0
2016-05-16T14:00,42.7,13,9,15.6,855.0
2016-05-16T15:00,42.7,13,51,17.6,744.0
2016-05-16T16:00,42.3,13,19,15.8,550.0
2016-05-16T17:00,41.7,12,71,16.4,292.0
2016-05-16T18:00,39.6,15,46,9.0,96.0
2016-05-16T19:00,37.3,17,31,7.8,10.0
2016-05-16T20:00,35.9,19,47,8.0,0.0
2016-05-16T21:00,34.4,21,0,8.4,0.0
2016-05-16T22:00,33.0,23,0,8.6,0.0
2016-05-16T23:00,31.8,26,0,7.7,0.0
2016-05-17T00:00,30.8,26,0,9.3,0.0
2016-05-17T01:00,29.5,29,0,7.2,0.0
2016-05-17T02:00,28.2,32,0,7.1,0.0
2016-05-17T03:00,27.3,34,31,6.2,0.0
2016-05-17T04:00,26.8,36,2,6.3,0.0
2016-05-17T05:00,26.3,36,0,7.3,0.0
2016-05-17T06:00,26.7,38,0,9.6,52.0
2016-05-17T07:00,30.9,29,0,6.9,234.0
2016-05-17T08:00,35.0,22,0,8.6,454.0
2016-05-17T09:00,38.1,17,0,10.5,661.0
2016-05-17T10:00,39.9,14,0,11.2,830.0
2016-05-17T11:00,40.9,13,0,12.3,947.0
2016-05-17T12:00,41.7,15,0,13.0,993.0
2016-05-17T13:00,42.4,13,0,14.0,979.0
2016-05-17T14:00,42.7,13,0,15.5,899.0
2016-05-17T15:00,42.7,12,0,17.6,759.0
2016-05-17T16:00,42.4,12,0,18.9,572.0
2016-05-17T17:00,41.6,12,0,17.7,358.0
2016-05-17T18:00,39.6,15,0,10.0,148.0
2016-05-17T19:00,37.2,17,0,8.7,13.0
2016-05-17T20:00,35.3,19,0,8.9,0.0
2016-05-17T21:00,33.7,21,0,8.9,0.0
2016-05-17T22:00,32.4,23,0,9.2,0.0
2016-05-17T23:00,31.4,24,0,9.4,0.0
2016-05-18T00:00,30.6,24,0,8.4,0.0
2016-05-18T01:00,29.7,26,0,10.2,0.0
2016-05-18T02:00,28.5,29,0,9.3,0.0
2016-05-18T03:00,27.3,32,0,4.5,0.0
2016-05-18T04:00,26.4,34,0,5.8,0.0
2016-05-18T05:00,25.6,37,0,6.5,0.0
2016-05-18T06:00,26.0,41,0,8.0,53.0
2016-05-18T07:00,30.7,31,0,5.0,235.0
2016-05-18T08:00,34.3,23,0,2.9,454.0
2016-05-18T09:00,37.1,19,0,2.2,660.0
2016-05-18T10:00,39.3,17,0,1.4,829.0
2016-05-18T11:00,41.2,14,0,2.4,944.0
2016-05-18T12:00,41.9,14,0,5.2,994.0
2016-05-18T13:00,42.8,13,0,7.6,980.0
2016-05-18T14:00,43.1,12,0,8.9,898.0
2016-05-18T15:00,43.1,12,0,13.5,758.0
2016-05-18T16:00,42.7,13,0,13.2,570.0
2016-05-18T17:00,42.1,13,0,11.3,356.0
2016-05-18T18:00,40.6,17,0,8.7,147.0
2016-05-18T19:00,38.8,19,0,5.1,14.0
2016-05-18T20:00,36.6,22,0,2.5,0.0
2016-05-18T21:00,34.6,25,0,5.5,0.0
2016-05-18T22:00,33.0,29,0,8.9,0.0
2016-05-18T23:00,31.7,31,0,7.8,0.0
2016-05-19T00:00,30.8,36,0,8.6,0.0
2016-05-19T01:00,30.2,38,0,9.6,0.0
2016-05-19T02:00,29.6,40,0,10.7,0.0
2016-05-19T03:00,29.0,41,0,11.5,0.0
2016-05-19T04:00,28.4,43,0,11.7,0.0
2016-05-19T05:00,27.7,46,0,12.1,0.0
2016-05-19T06:00,28.3,47,0,15.4,52.0
2016-05-19T07:00,30.7,42,0,18.4,228.0
2016-05-19T08:00,32.9,38,0,21.7,440.0
2016-05-19T09:00,34.9,36,0,22.6,639.0
2016-05-19T10:00,36.9,33,0,22.2,803.0
2016-05-19T11:00,38.7,30,0,20.9,917.0
2016-05-19T12:00,40.2,30,0,18.9,964.0
2016-05-19T13:00,41.2,27,1,16.4,952.0
2016-05-19T14:00,41.6,26,10,13.0,873.0
2016-05-19T15:00,41.6,25,23,10.8,715.0
2016-05-19T16:00,40.7,25,59,8.4,504.0
2016-05-19T17:00,39.7,25,98,8.1,257.0
2016-05-19T18:00,38.7,28,100,7.0,111.0
2016-05-19T19:00,36.6,33,59,7.5,12.0
2016-05-19T20:00,35.0,37,76,16.1,0.0
2016-05-19T21:00,34.3,40,27,13.3,0.0
2016-05-19T22:00,33.6,43,3,12.2,0.0
2016-05-19T23:00,32.7,46,0,11.5,0.0
2016-05-20T00:00,31.2,49,0,10.9,0.0
2016-05-20T01:00,30.7,50,0,11.7,0.0
2016-05-20T02:00,30.2,52,0,13.7,0.0
2016-05-20T03:00,29.9,54,0,16.4,0.0
2016-05-20T04:00,29.6,56,0,18.0,0.0
2016-05-20T05:00,29.4,58,0,19.7,0.0
2016-05-20T06:00,29.7,58,0,20.7,51.0
2016-05-20T07:00,31.0,56,0,24.2,222.0
2016-05-20T08:00,32.6,52,0,24.6,431.0
2016-05-20T09:00,34.3,48,0,22.6,629.0
2016-05-20T10:00,35.9,44,0,20.0,794.0
2016-05-20T11:00,37.4,40,0,17.2,908.0
2016-05-20T12:00,38.6,39,0,14.6,956.0
2016-05-20T13:00,39.5,37,8,12.0,942.0
2016-05-20T14:00,40.0,35,6,9.0,859.0
2016-05-20T15:00,40.2,33,13,8.7,726.0
2016-05-20T16:00,40.1,31,31,6.2,522.0
2016-05-20T17:00,40.0,27,56,4.3,284.0
2016-05-20T18:00,39.6,22,62,5.9,91.0
2016-05-20T19:00,38.0,23,79,20.6,8.0
2016-05-20T20:00,36.3,28,63,14.5,0.0
2016-05-20T21:00,34.1,36,8,10.4,0.0
2016-05-20T22:00,32.2,45,4,10.2,0.0
2016-05-20T23:00,31.1,53,1,12.9,0.0
2016-05-21T00:00,29.1,69,0,17.3,0.0
2016-05-21T01:00,28.7,72,0,21.5,0.0
2016-05-21T02:00,28.0,74,0,21.1,0.0
2016-05-21T03:00,27.6,75,0,17.1,0.0
2016-05-21T04:00,27.4,74,0,14.8,0.0
2016-05-21T05:00,27.3,75,0,12.5,0.0
2016-05-21T06:00,27.7,72,0,13.6,50.0
2016-05-21T07:00,29.1,67,0,16.1,219.0
2016-05-21T08:00,30.9,60,0,17.2,427.0
2016-05-21T09:00,32.8,53,0,17.9,626.0
2016-05-21T10:00,34.7,48,0,16.2,791.0
2016-05-21T11:00,36.3,44,0,14.0,903.0
2016-05-21T12:00,39.0,39,0,12.5,957.0
2016-05-21T13:00,40.1,36,2,11.8,944.0
2016-05-21T14:00,40.8,34,12,11.0,865.0
2016-05-21T15:00,41.1,33,14,11.1,727.0
2016-05-21T16:00,41.1,33,31,8.0,548.0
2016-05-21T17:00,40.6,33,59,11.4,326.0
2016-05-21T18:00,39.5,36,32,12.3,129.0
2016-05-21T19:00,37.3,42,6,16.9,11.0
2016-05-21T20:00,35.6,47,4,17.4,0.0
2016-05-21T21:00,34.4,50,16,14.8,0.0
2016-05-21T22:00,33.3,53,8,13.4,0.0
2016-05-21T23:00,32.3,55,5,13.7,0.0
2016-05-22T00:00,31.8,57,3,13.8,0.0
2016-05-22T01:00,31.0,59,0,12.8,0.0
2016-05-22T02:00,30.2,61,0,12.2,0.0
2016-05-22T03:00,29.5,64,0,13.3,0.0
2016-05-22T04:00,28.9,66,0,15.2,0.0
2016-05-22T05:00,28.2,68,0,16.4,0.0
2016-05-22T06:00,28.4,67,0,18.7,52.0
2016-05-22T07:00,29.8,61,0,19.3,225.0
2016-05-22T08:00,32.0,54,0,17.3,435.0
2016-05-22T09:00,34.3,46,0,15.0,634.0
2016-05-22T10:00,36.2,41,0,10.7,797.0
2016-05-22T11:00,38.0,36,0,5.6,908.0
